season,round,raceName,circuitId,lat,long,country,date,url
2016,15,Singapore Grand Prix,marina_bay,1.2914,103.864,Singapore,18/09/2016,http://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix
2016,16,Malaysian Grand Prix,sepang,2.76083,101.738,Malaysia,02/10/2016,http://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix
2016,17,Japanese Grand Prix,suzuka,34.8431,136.541,Japan,09/10/2016,http://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix
2016,18,United States Grand Prix,americas,30.1328,-97.6411,USA,23/10/2016,http://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
2016,19,Mexican Grand Prix,rodriguez,19.4042,-99.0907,Mexico,30/10/2016,http://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
2016,20,Brazilian Grand Prix,interlagos,-23.7036,-46.6997,Brazil,13/11/2016,http://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
2016,21,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,27/11/2016,http://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
2017,1,Australian Grand Prix,albert_park,-37.8497,144.968,Australia,26/03/2017,http://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
2017,2,Chinese Grand Prix,shanghai,31.3389,121.22,China,09/04/2017,http://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
2017,3,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,16/04/2017,http://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
2017,4,Russian Grand Prix,sochi,43.4057,39.9578,Russia,30/04/2017,http://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
2017,5,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,14/05/2017,http://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
2017,6,Monaco Grand Prix,monaco,43.7347,7.42056,Monaco,28/05/2017,http://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
2017,7,Canadian Grand Prix,villeneuve,45.5,-73.5228,Canada,11/06/2017,http://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
2017,8,Azerbaijan Grand Prix,baku,40.3725,49.8533,Azerbaijan,25/06/2017,http://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
2017,9,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,09/07/2017,http://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
2017,10,British Grand Prix,silverstone,52.0786,-1.01694,UK,16/07/2017,http://en.wikipedia.org/wiki/2017_British_Grand_Prix
2017,11,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,30/07/2017,http://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
2017,12,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,27/08/2017,http://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
2017,13,Italian Grand Prix,monza,45.6156,9.28111,Italy,03/09/2017,http://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
2017,14,Singapore Grand Prix,marina_bay,1.2914,103.864,Singapore,17/09/2017,http://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
2017,15,Malaysian Grand Prix,sepang,2.76083,101.738,Malaysia,01/10/2017,http://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
2017,16,Japanese Grand Prix,suzuka,34.8431,136.541,Japan,08/10/2017,http://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
2017,17,United States Grand Prix,americas,30.1328,-97.6411,USA,22/10/2017,http://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
2017,18,Mexican Grand Prix,rodriguez,19.4042,-99.0907,Mexico,29/10/2017,http://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
2017,19,Brazilian Grand Prix,interlagos,-23.7036,-46.6997,Brazil,12/11/2017,http://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
2017,20,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,26/11/2017,http://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
2018,1,Australian Grand Prix,albert_park,-37.8497,144.968,Australia,25/03/2018,http://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
2018,2,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,08/04/2018,http://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
2018,3,Chinese Grand Prix,shanghai,31.3389,121.22,China,15/04/2018,http://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
2018,4,Azerbaijan Grand Prix,baku,40.3725,49.8533,Azerbaijan,29/04/2018,http://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
2018,5,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,13/05/2018,http://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
2018,6,Monaco Grand Prix,monaco,43.7347,7.42056,Monaco,27/05/2018,http://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
2018,7,Canadian Grand Prix,villeneuve,45.5,-73.5228,Canada,10/06/2018,http://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
2018,8,French Grand Prix,ricard,43.2506,5.79167,France,24/06/2018,http://en.wikipedia.org/wiki/2018_French_Grand_Prix
2018,9,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,01/07/2018,http://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
2018,10,British Grand Prix,silverstone,52.0786,-1.01694,UK,08/07/2018,http://en.wikipedia.org/wiki/2018_British_Grand_Prix
2018,11,German Grand Prix,hockenheimring,49.3278,8.56583,Germany,22/07/2018,http://en.wikipedia.org/wiki/2018_German_Grand_Prix
2018,12,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,29/07/2018,http://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
2018,13,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,26/08/2018,http://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
2018,14,Italian Grand Prix,monza,45.6156,9.28111,Italy,02/09/2018,http://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
2018,15,Singapore Grand Prix,marina_bay,1.2914,103.864,Singapore,16/09/2018,http://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
2018,16,Russian Grand Prix,sochi,43.4057,39.9578,Russia,30/09/2018,http://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
2018,17,Japanese Grand Prix,suzuka,34.8431,136.541,Japan,07/10/2018,http://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
2018,18,United States Grand Prix,americas,30.1328,-97.6411,USA,21/10/2018,http://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
2018,19,Mexican Grand Prix,rodriguez,19.4042,-99.0907,Mexico,28/10/2018,http://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
2018,20,Brazilian Grand Prix,interlagos,-23.7036,-46.6997,Brazil,11/11/2018,http://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
2018,21,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,25/11/2018,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
2019,1,Australian Grand Prix,albert_park,-37.8497,144.968,Australia,17/03/2019,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
2019,2,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,31/03/2019,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
2019,3,Chinese Grand Prix,shanghai,31.3389,121.22,China,14/04/2019,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
2019,4,Azerbaijan Grand Prix,baku,40.3725,49.8533,Azerbaijan,28/04/2019,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
2019,5,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,12/05/2019,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
2019,6,Monaco Grand Prix,monaco,43.7347,7.42056,Monaco,26/05/2019,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
2019,7,Canadian Grand Prix,villeneuve,45.5,-73.5228,Canada,09/06/2019,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
2019,8,French Grand Prix,ricard,43.2506,5.79167,France,23/06/2019,http://en.wikipedia.org/wiki/2019_French_Grand_Prix
2019,9,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,30/06/2019,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
2019,10,British Grand Prix,silverstone,52.0786,-1.01694,UK,14/07/2019,http://en.wikipedia.org/wiki/2019_British_Grand_Prix
2019,11,German Grand Prix,hockenheimring,49.3278,8.56583,Germany,28/07/2019,http://en.wikipedia.org/wiki/2019_German_Grand_Prix
2019,12,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,04/08/2019,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
2019,13,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,01/09/2019,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
2019,14,Italian Grand Prix,monza,45.6156,9.28111,Italy,08/09/2019,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
2019,15,Singapore Grand Prix,marina_bay,1.2914,103.864,Singapore,22/09/2019,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
2019,16,Russian Grand Prix,sochi,43.4057,39.9578,Russia,29/09/2019,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
2019,17,Japanese Grand Prix,suzuka,34.8431,136.541,Japan,13/10/2019,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
2019,18,Mexican Grand Prix,rodriguez,19.4042,-99.0907,Mexico,27/10/2019,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
2019,19,United States Grand Prix,americas,30.1328,-97.6411,USA,03/11/2019,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
2019,20,Brazilian Grand Prix,interlagos,-23.7036,-46.6997,Brazil,17/11/2019,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
2019,21,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,01/12/2019,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
2020,1,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,05/07/2020,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
2020,2,Styrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,12/07/2020,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
2020,3,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,19/07/2020,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
2020,4,British Grand Prix,silverstone,52.0786,-1.01694,UK,02/08/2020,http://en.wikipedia.org/wiki/2020_British_Grand_Prix
2020,5,70th Anniversary Grand Prix,silverstone,52.0786,-1.01694,UK,09/08/2020,http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
2020,6,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,16/08/2020,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
2020,7,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,30/08/2020,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
2020,8,Italian Grand Prix,monza,45.6156,9.28111,Italy,06/09/2020,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
2020,9,Tuscan Grand Prix,mugello,43.9975,11.3719,Italy,13/09/2020,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
2020,10,Russian Grand Prix,sochi,43.4057,39.9578,Russia,27/09/2020,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
2020,11,Eifel Grand Prix,nurburgring,50.3356,6.9475,Germany,11/10/2020,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
2020,12,Portuguese Grand Prix,portimao,37.227,-8.6267,Portugal,25/10/2020,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
2020,13,Emilia Romagna Grand Prix,imola,44.3439,11.7167,Italy,01/11/2020,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
2020,14,Turkish Grand Prix,istanbul,40.9517,29.405,Turkey,15/11/2020,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
2020,15,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,29/11/2020,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
2020,16,Sakhir Grand Prix,bahrain,26.0325,50.5106,Bahrain,06/12/2020,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
2020,17,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,13/12/2020,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
2021,1,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,28/03/2021,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
2021,2,Emilia Romagna Grand Prix,imola,44.3439,11.7167,Italy,18/04/2021,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
2021,3,Portuguese Grand Prix,portimao,37.227,-8.6267,Portugal,02/05/2021,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
2021,4,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,09/05/2021,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
2021,5,Monaco Grand Prix,monaco,43.7347,7.42056,Monaco,23/05/2021,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
2021,6,Azerbaijan Grand Prix,baku,40.3725,49.8533,Azerbaijan,06/06/2021,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
2021,7,French Grand Prix,ricard,43.2506,5.79167,France,20/06/2021,http://en.wikipedia.org/wiki/2021_French_Grand_Prix
2021,8,Styrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,27/06/2021,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
2021,9,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,04/07/2021,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
2021,10,British Grand Prix,silverstone,52.0786,-1.01694,UK,18/07/2021,http://en.wikipedia.org/wiki/2021_British_Grand_Prix
2021,11,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,01/08/2021,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
2021,12,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,29/08/2021,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
2021,13,Dutch Grand Prix,zandvoort,52.3888,4.54092,Netherlands,05/09/2021,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
2021,14,Italian Grand Prix,monza,45.6156,9.28111,Italy,12/09/2021,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
2021,15,Russian Grand Prix,sochi,43.4057,39.9578,Russia,26/09/2021,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
2021,16,Turkish Grand Prix,istanbul,40.9517,29.405,Turkey,10/10/2021,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
2021,17,United States Grand Prix,americas,30.1328,-97.6411,USA,24/10/2021,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
2021,18,Mexico City Grand Prix,rodriguez,19.4042,-99.0907,Mexico,07/11/2021,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix
2021,19,Ṣo Paulo Grand Prix,interlagos,-23.7036,-46.6997,Brazil,14/11/2021,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
2021,20,Qatar Grand Prix,losail,25.49,51.4542,Qatar,21/11/2021,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
2021,21,Saudi Arabian Grand Prix,jeddah,21.6319,39.1044,Saudi Arabia,05/12/2021,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
2021,22,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,12/12/2021,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
2022,1,Bahrain Grand Prix,bahrain,26.0325,50.5106,Bahrain,20/03/2022,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
2022,2,Saudi Arabian Grand Prix,jeddah,21.6319,39.1044,Saudi Arabia,27/03/2022,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
2022,3,Australian Grand Prix,albert_park,-37.8497,144.968,Australia,10/04/2022,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
2022,4,Emilia Romagna Grand Prix,imola,44.3439,11.7167,Italy,24/04/2022,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
2022,5,Miami Grand Prix,miami,25.9581,-80.2389,USA,08/05/2022,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
2022,6,Spanish Grand Prix,catalunya,41.57,2.26111,Spain,22/05/2022,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
2022,7,Monaco Grand Prix,monaco,43.7347,7.42056,Monaco,29/05/2022,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
2022,8,Azerbaijan Grand Prix,baku,40.3725,49.8533,Azerbaijan,12/06/2022,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
2022,9,Canadian Grand Prix,villeneuve,45.5,-73.5228,Canada,19/06/2022,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
2022,10,British Grand Prix,silverstone,52.0786,-1.01694,UK,03/07/2022,http://en.wikipedia.org/wiki/2022_British_Grand_Prix
2022,11,Austrian Grand Prix,red_bull_ring,47.2197,14.7647,Austria,10/07/2022,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
2022,12,French Grand Prix,ricard,43.2506,5.79167,France,24/07/2022,http://en.wikipedia.org/wiki/2022_French_Grand_Prix
2022,13,Hungarian Grand Prix,hungaroring,47.5789,19.2486,Hungary,31/07/2022,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
2022,14,Belgian Grand Prix,spa,50.4372,5.97139,Belgium,28/08/2022,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
2022,15,Dutch Grand Prix,zandvoort,52.3888,4.54092,Netherlands,04/09/2022,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
2022,16,Italian Grand Prix,monza,45.6156,9.28111,Italy,11/09/2022,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
2022,17,Singapore Grand Prix,marina_bay,1.2914,103.864,Singapore,02/10/2022,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
2022,18,Japanese Grand Prix,suzuka,34.8431,136.541,Japan,09/10/2022,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
2022,19,United States Grand Prix,americas,30.1328,-97.6411,USA,23/10/2022,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
2022,20,Mexico City Grand Prix,rodriguez,19.4042,-99.0907,Mexico,30/10/2022,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix
2022,21,Brazilian Grand Prix,interlagos,-23.7036,-46.6997,Brazil,13/11/2022,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix
2022,22,Abu Dhabi Grand Prix,yas_marina,24.4672,54.6031,UAE,20/11/2022,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
